event_file,eeg_file,total_votes_received,fraction_of_yes,Split
0000127_29696,0000127,1,1.0,train
0000127_29824,0000127,1,1.0,train
0000127_30080,0000127,1,1.0,train
0000127_30208,0000127,1,1.0,train
0000127_30336,0000127,1,1.0,train
0000127_30464,0000127,1,1.0,train
0000127_30592,0000127,1,0.0,train
0000127_30720,0000127,1,1.0,train
0000127_30976,0000127,1,1.0,train
0000127_31232,0000127,1,1.0,train
0000127_31488,0000127,1,1.0,train
0000127_31744,0000127,1,1.0,train
0000127_32000,0000127,1,0.0,train
0000127_32384,0000127,1,1.0,train
0000127_32512,0000127,1,1.0,train
0000127_32640,0000127,1,1.0,train
0000127_32896,0000127,1,1.0,train
0000127_33024,0000127,1,0.0,train
0000127_33152,0000127,1,1.0,train
0000127_33280,0000127,1,0.0,train
0000127_33664,0000127,1,1.0,train
0000127_34048,0000127,1,1.0,train
0000127_34176,0000127,1,1.0,train
0000127_34304,0000127,1,1.0,train
0000127_34432,0000127,1,1.0,train
0000127_35072,0000127,1,0.0,train
0000127_35200,0000127,1,1.0,train
0000127_35328,0000127,1,1.0,train
0000127_35456,0000127,1,1.0,train
0000127_35584,0000127,1,1.0,train
0000127_35712,0000127,1,1.0,train
0000127_35840,0000127,1,1.0,train
0000127_36096,0000127,1,1.0,train
0000127_36224,0000127,1,1.0,train
0000127_36352,0000127,1,1.0,train
0000127_36480,0000127,1,1.0,train
0000127_36608,0000127,1,1.0,train
0000127_36736,0000127,1,1.0,train
0000127_36864,0000127,1,0.0,train
0000127_36992,0000127,1,1.0,train
0000127_37248,0000127,1,1.0,train
0000127_37504,0000127,1,1.0,train
0000127_37760,0000127,1,1.0,train
0000127_37888,0000127,1,0.0,train
0000127_38016,0000127,1,1.0,train
0000127_38272,0000127,1,0.0,train
0000127_38400,0000127,1,1.0,train
0000127_38528,0000127,1,1.0,train
0000127_38656,0000127,1,1.0,train
0000127_38912,0000127,1,1.0,train
0000127_39040,0000127,1,0.0,train
0000127_39168,0000127,1,1.0,train
0000127_39296,0000127,1,0.0,train
0000127_39424,0000127,1,1.0,train
0000127_39680,0000127,1,1.0,train
0000127_39808,0000127,1,0.0,train
0000127_39936,0000127,1,1.0,train
0000127_40192,0000127,1,1.0,train
0000127_40320,0000127,1,1.0,train
0000127_40448,0000127,1,1.0,train
0000127_40576,0000127,1,1.0,train
0000127_40704,0000127,1,1.0,train
0000127_40960,0000127,1,0.0,train
0000127_41344,0000127,1,1.0,train
0000127_41600,0000127,1,1.0,train
0000127_41728,0000127,1,0.0,train
0000127_41856,0000127,1,1.0,train
0000127_41984,0000127,1,1.0,train
0000127_42112,0000127,1,1.0,train
0000127_42240,0000127,1,1.0,train
0000127_42496,0000127,1,0.0,train
0000127_42752,0000127,1,1.0,train
0000127_43008,0000127,1,1.0,train
0000127_43264,0000127,1,1.0,train
0000127_43392,0000127,1,1.0,train
0000127_43520,0000127,1,1.0,train
0000127_43648,0000127,1,1.0,train
0000127_43776,0000127,1,1.0,train
0000127_44160,0000127,1,1.0,train
0000127_44288,0000127,1,1.0,train
0000127_44544,0000127,1,0.0,train
0000127_44672,0000127,1,1.0,train
0000127_44928,0000127,1,1.0,train
0000127_45184,0000127,1,1.0,train
0000127_45440,0000127,1,1.0,train
0000127_45568,0000127,1,1.0,train
0000127_45696,0000127,1,1.0,train
0000127_46080,0000127,1,0.0,train
0000127_46336,0000127,1,0.0,train
0000127_46592,0000127,1,1.0,train
0000127_46720,0000127,1,1.0,train
0000127_46848,0000127,1,1.0,train
0000127_47104,0000127,1,1.0,train
0000127_47616,0000127,1,0.0,train
0000127_47872,0000127,1,1.0,train
0000127_48000,0000127,1,0.0,train
0000127_48256,0000127,1,1.0,train
0000127_48512,0000127,1,1.0,train
0000127_48640,0000127,1,0.0,train
0000127_48768,0000127,1,1.0,train
0000127_49408,0000127,1,0.0,train
0000127_49536,0000127,1,0.0,train
0000127_49664,0000127,1,1.0,train
0000127_49792,0000127,1,1.0,train
0000127_49920,0000127,1,1.0,train
0000127_50048,0000127,1,1.0,train
0000127_50432,0000127,1,1.0,train
0000127_50560,0000127,1,0.0,train
0000127_50688,0000127,1,1.0,train
0000127_50944,0000127,1,1.0,train
0000127_51072,0000127,1,0.0,train
0000127_51200,0000127,1,1.0,train
0000127_51456,0000127,1,1.0,train
0000127_51840,0000127,1,1.0,train
0000127_51968,0000127,1,1.0,train
0000127_52096,0000127,1,1.0,train
0000127_52352,0000127,1,1.0,train
0000127_52608,0000127,1,1.0,train
0000127_52736,0000127,1,0.0,train
0000127_52864,0000127,1,1.0,train
0000127_52992,0000127,1,0.0,train
0000127_53120,0000127,1,1.0,train
0000127_53376,0000127,1,1.0,train
0000127_53632,0000127,1,1.0,train
0000127_54144,0000127,1,0.0,train
0000127_54784,0000127,1,0.0,train
0000127_55296,0000127,1,0.0,train
0000127_55424,0000127,1,0.0,train
0000127_56832,0000127,1,0.0,train
0000127_56960,0000127,1,0.0,train
0000127_57472,0000127,1,0.0,train
0000127_57856,0000127,1,0.0,train
0000127_58368,0000127,1,0.0,train
0000127_58496,0000127,1,0.0,train
0000127_58624,0000127,1,1.0,train
0000127_58880,0000127,1,0.0,train
0000127_59136,0000127,1,0.0,train
0000127_59392,0000127,1,0.0,train
0000127_59776,0000127,1,0.0,train
0000127_60800,0000127,1,0.0,train
0000127_60928,0000127,1,0.0,train
0000127_62208,0000127,1,1.0,train
0000127_62336,0000127,1,0.0,train
0000127_62464,0000127,1,1.0,train
0000127_62592,0000127,1,1.0,train
0000127_62720,0000127,1,1.0,train
0000127_62848,0000127,1,1.0,train
0000127_63104,0000127,1,1.0,train
0000127_63232,0000127,1,1.0,train
0000127_63360,0000127,1,1.0,train
0000127_63488,0000127,1,1.0,train
0000127_63616,0000127,1,1.0,train
0000127_63872,0000127,1,1.0,train
0000127_64128,0000127,1,1.0,train
0000127_64384,0000127,1,1.0,train
0000127_64512,0000127,1,1.0,train
0000127_64640,0000127,1,1.0,train
0000127_65024,0000127,1,1.0,train
0000127_65152,0000127,1,1.0,train
0000127_65280,0000127,1,1.0,train
0000127_65408,0000127,1,1.0,train
0000127_65536,0000127,1,1.0,train
0000127_65664,0000127,1,1.0,train
0000127_65792,0000127,1,1.0,train
0000131_1664,0000131,1,0.0,val
0000131_2560,0000131,1,0.0,val
0000131_4864,0000131,1,0.0,val
0000131_5120,0000131,1,0.0,val
0000131_5248,0000131,1,0.0,val
0000131_6016,0000131,1,0.0,val
0000131_7168,0000131,1,0.0,val
0000131_7424,0000131,1,0.0,val
0000131_8576,0000131,1,0.0,val
0000131_8960,0000131,1,0.0,val
0000131_9216,0000131,1,0.0,val
0000131_9728,0000131,1,0.0,val
0000131_9984,0000131,1,0.0,val
0000131_11392,0000131,1,0.0,val
0000131_11648,0000131,1,0.0,val
0000131_12288,0000131,1,0.0,val
0000131_13312,0000131,1,0.0,val
0000131_14336,0000131,1,0.0,val
0000131_14592,0000131,1,0.0,val
0000131_14720,0000131,1,0.0,val
0000131_15872,0000131,1,1.0,val
0000131_16000,0000131,1,1.0,val
0000131_16512,0000131,1,0.0,val
0000131_17024,0000131,1,0.0,val
0000131_17536,0000131,1,0.0,val
0000131_18432,0000131,1,0.0,val
0000131_18560,0000131,1,0.0,val
0000131_18944,0000131,1,0.0,val
0000131_19328,0000131,1,0.0,val
0000131_19584,0000131,1,0.0,val
0000131_19712,0000131,1,0.0,val
0000131_19840,0000131,1,0.0,val
0000131_20096,0000131,1,0.0,val
0000131_20224,0000131,1,0.0,val
0000131_20864,0000131,1,0.0,val
0000131_21632,0000131,1,0.0,val
0000131_21888,0000131,1,0.0,val
0000131_23808,0000131,1,0.0,val
0000131_25088,0000131,1,0.0,val
0000131_25216,0000131,1,0.0,val
0000131_25728,0000131,1,0.0,val
0000131_26240,0000131,1,0.0,val
0000131_27264,0000131,1,0.0,val
0000131_28160,0000131,1,0.0,val
0000131_28800,0000131,1,0.0,val
0000131_29184,0000131,1,0.0,val
0000131_29568,0000131,1,0.0,val
0000131_30208,0000131,1,0.0,val
0000131_30336,0000131,1,0.0,val
0000131_30848,0000131,1,0.0,val
0000131_31488,0000131,1,0.0,val
0000131_32640,0000131,1,1.0,val
0000131_32768,0000131,1,1.0,val
0000131_33536,0000131,1,1.0,val
0000131_33792,0000131,1,0.0,val
0000131_34304,0000131,1,1.0,val
0000131_34816,0000131,1,1.0,val
0000131_34944,0000131,1,1.0,val
0000131_35456,0000131,1,1.0,val
0000131_35840,0000131,1,0.0,val
0000131_37120,0000131,1,0.0,val
0000131_37504,0000131,1,0.0,val
0000131_37888,0000131,1,0.0,val
0000131_38272,0000131,1,0.0,val
0000131_39168,0000131,1,0.0,val
0000131_39552,0000131,1,0.0,val
0000131_40832,0000131,1,1.0,val
0000131_41088,0000131,1,1.0,val
0000131_41216,0000131,1,1.0,val
0000131_41344,0000131,1,1.0,val
0000131_41472,0000131,1,1.0,val
0000131_42112,0000131,1,0.0,val
0000131_42496,0000131,1,0.0,val
0000131_43392,0000131,1,0.0,val
0000131_44288,0000131,1,0.0,val
0000131_44416,0000131,1,0.0,val
0000131_45056,0000131,1,0.0,val
0000131_45824,0000131,1,0.0,val
0000131_46464,0000131,1,0.0,val
0000131_46592,0000131,1,0.0,val
0000131_46976,0000131,1,0.0,val
0000131_47104,0000131,1,0.0,val
0000131_47232,0000131,1,0.0,val
0000131_47488,0000131,1,0.0,val
0000131_48000,0000131,1,0.0,val
0000131_48256,0000131,1,0.0,val
0000131_50432,0000131,1,0.0,val
0000131_51200,0000131,1,0.0,val
0000131_51456,0000131,1,0.0,val
0000131_51584,0000131,1,0.0,val
0000131_52224,0000131,1,0.0,val
0000131_53120,0000131,1,0.0,val
0000131_53504,0000131,1,0.0,val
0000131_53632,0000131,1,0.0,val
0000131_54016,0000131,1,0.0,val
0000131_55296,0000131,1,0.0,val
0000131_56960,0000131,1,0.0,val
0000131_58752,0000131,1,0.0,val
0000131_59648,0000131,1,0.0,val
0000131_60416,0000131,1,0.0,val
0000131_62592,0000131,1,0.0,val
0000131_62720,0000131,1,0.0,val
0000131_63488,0000131,1,0.0,val
0000131_64896,0000131,1,0.0,val
0000131_65152,0000131,1,0.0,val
0000131_65792,0000131,1,0.0,val
0000131_66304,0000131,1,0.0,val
0000131_66560,0000131,1,0.0,val
0000131_66688,0000131,1,0.0,val
0000131_67200,0000131,1,0.0,val
0000131_68864,0000131,1,0.0,val
0000131_70144,0000131,1,0.0,val
0000131_70400,0000131,1,0.0,val
0000131_72448,0000131,1,0.0,val
0000131_73856,0000131,1,0.0,val
0000131_74368,0000131,1,0.0,val
0000131_75008,0000131,1,0.0,val
0000131_75520,0000131,1,0.0,val
0000131_76032,0000131,1,0.0,val
0000131_76928,0000131,1,0.0,val
0000131_77184,0000131,1,0.0,val
0000131_77696,0000131,1,0.0,val
0000131_78080,0000131,1,0.0,val
0000131_78208,0000131,1,0.0,val
0000131_78336,0000131,1,0.0,val
0000131_78848,0000131,1,0.0,val
0000131_79488,0000131,1,0.0,val
0000131_79616,0000131,1,0.0,val
0000131_79744,0000131,1,0.0,val
0000131_80000,0000131,1,0.0,val
0000131_80896,0000131,1,0.0,val
0000131_82048,0000131,1,0.0,val
0000131_82816,0000131,1,0.0,val
0000131_83328,0000131,1,0.0,val
0000131_83968,0000131,1,0.0,val
0000131_84608,0000131,1,0.0,val
0000131_85504,0000131,1,0.0,val
0000131_86784,0000131,1,0.0,val
0000131_87040,0000131,1,0.0,val
0000131_87808,0000131,1,0.0,val
0000131_88960,0000131,1,0.0,val
0000131_89088,0000131,1,0.0,val
0000131_89600,0000131,1,0.0,val
0000131_90240,0000131,1,0.0,val
0000131_90624,0000131,1,0.0,val
0000131_90752,0000131,1,0.0,val
0000131_90880,0000131,1,0.0,val
0000131_91008,0000131,1,0.0,val
0000131_91392,0000131,1,0.0,val
0000131_91520,0000131,1,0.0,val
0000131_92416,0000131,1,0.0,val
0000131_93440,0000131,1,0.0,val
0000131_93568,0000131,1,0.0,val
0000131_94208,0000131,1,0.0,val
0000131_94336,0000131,1,0.0,val
0000131_95232,0000131,1,0.0,val
0000131_96128,0000131,1,0.0,val
0000131_96384,0000131,1,0.0,val
0000131_96640,0000131,1,0.0,val
0000131_97280,0000131,1,0.0,val
0000131_97792,0000131,1,0.0,val
0000137_256,0000137,1,0.0,val
0000137_768,0000137,1,1.0,val
0000137_896,0000137,1,1.0,val
0000137_2176,0000137,1,1.0,val
0000137_2304,0000137,1,1.0,val
0000137_2816,0000137,1,0.0,val
0000137_3200,0000137,1,0.0,val
0000137_3968,0000137,1,0.0,val
0000137_4096,0000137,1,1.0,val
0000137_4224,0000137,1,1.0,val
0000137_4480,0000137,1,0.0,val
0000137_4608,0000137,1,0.0,val
0000137_4736,0000137,1,0.0,val
0000137_5120,0000137,1,0.0,val
0000137_5248,0000137,1,0.0,val
0000137_5504,0000137,1,0.0,val
0000137_5632,0000137,1,0.0,val
0000137_5760,0000137,1,0.0,val
0000137_7040,0000137,1,0.0,val
0000137_7296,0000137,1,1.0,val
0000137_7424,0000137,1,1.0,val
0000137_8064,0000137,1,0.0,val
0000137_8960,0000137,1,1.0,val
0000137_9088,0000137,1,1.0,val
0000137_9344,0000137,1,0.0,val
0000137_10496,0000137,1,1.0,val
0000137_10624,0000137,1,1.0,val
0000137_11008,0000137,1,0.0,val
0000137_11520,0000137,1,0.0,val
0000137_11776,0000137,1,1.0,val
0000137_11904,0000137,1,1.0,val
0000137_12672,0000137,1,0.0,val
0000137_13056,0000137,1,0.0,val
0000137_13824,0000137,1,0.0,val
0000137_13952,0000137,1,0.0,val
0000137_15232,0000137,1,1.0,val
0000137_15360,0000137,1,1.0,val
0000137_15744,0000137,1,0.0,val
0000137_16128,0000137,1,0.0,val
0000137_16384,0000137,1,0.0,val
0000137_16640,0000137,1,1.0,val
0000137_16768,0000137,1,1.0,val
0000137_17152,0000137,1,0.0,val
0000137_17792,0000137,1,0.0,val
0000137_18176,0000137,1,1.0,val
0000137_18304,0000137,1,1.0,val
0000137_18560,0000137,1,0.0,val
0000137_18688,0000137,1,0.0,val
0000137_18816,0000137,1,0.0,val
0000137_19584,0000137,1,1.0,val
0000137_19712,0000137,1,1.0,val
0000137_20096,0000137,1,0.0,val
0000137_20480,0000137,1,0.0,val
0000137_21376,0000137,1,1.0,val
0000137_21504,0000137,1,1.0,val
0000137_22528,0000137,1,0.0,val
0000137_22656,0000137,1,0.0,val
0000137_22784,0000137,1,0.0,val
0000137_22912,0000137,1,1.0,val
0000137_23040,0000137,1,1.0,val
0000137_23936,0000137,1,0.0,val
0000137_24704,0000137,1,1.0,val
0000137_24832,0000137,1,1.0,val
0000137_24960,0000137,1,0.0,val
0000137_25088,0000137,1,0.0,val
0000137_25216,0000137,1,0.0,val
0000137_25728,0000137,1,0.0,val
0000137_26240,0000137,1,1.0,val
0000137_26368,0000137,1,1.0,val
0000137_27904,0000137,1,1.0,val
0000137_28032,0000137,1,1.0,val
0000137_29184,0000137,1,1.0,val
0000137_29312,0000137,1,1.0,val
0000137_30464,0000137,1,0.0,val
0000137_30976,0000137,1,1.0,val
0000137_31744,0000137,1,0.0,val
0000137_32000,0000137,1,0.0,val
0000137_32512,0000137,1,1.0,val
0000137_32640,0000137,1,1.0,val
0000137_32896,0000137,1,0.0,val
0000137_33664,0000137,1,0.0,val
0000137_34048,0000137,1,1.0,val
0000137_34176,0000137,1,1.0,val
0000137_34560,0000137,1,0.0,val
0000137_34816,0000137,1,0.0,val
0000137_35456,0000137,1,1.0,val
0000137_35584,0000137,1,1.0,val
0000137_36096,0000137,1,0.0,val
0000137_37632,0000137,1,0.0,val
0000137_38144,0000137,1,1.0,val
0000137_38400,0000137,1,0.0,val
0000137_38784,0000137,1,0.0,val
0000137_38912,0000137,1,0.0,val
0000137_39296,0000137,1,0.0,val
0000137_39808,0000137,1,1.0,val
0000137_39936,0000137,1,1.0,val
0000137_41216,0000137,1,0.0,val
0000137_42240,0000137,1,1.0,val
0000137_42368,0000137,1,1.0,val
0000137_42624,0000137,1,0.0,val
0000137_42752,0000137,1,0.0,val
0000137_43264,0000137,1,0.0,val
0000137_43520,0000137,1,0.0,val
0000137_43648,0000137,1,0.0,val
0000137_43776,0000137,1,0.0,val
0000137_44416,0000137,1,0.0,val
0000137_44928,0000137,1,0.0,val
0000137_45312,0000137,1,1.0,val
0000137_45440,0000137,1,1.0,val
0000137_45824,0000137,1,0.0,val
0000138_0,0000138,1,0.0,train
0000138_384,0000138,1,0.0,train
0000138_640,0000138,1,1.0,train
0000138_768,0000138,1,1.0,train
0000138_1024,0000138,1,0.0,train
0000138_2176,0000138,1,0.0,train
0000138_2560,0000138,1,0.0,train
0000138_2944,0000138,1,1.0,train
0000138_3200,0000138,1,0.0,train
0000138_3328,0000138,1,0.0,train
0000138_3712,0000138,1,0.0,train
0000138_3968,0000138,1,1.0,train
0000138_4096,0000138,1,1.0,train
0000138_4224,0000138,1,0.0,train
0000138_5248,0000138,1,1.0,train
0000138_5504,0000138,1,0.0,train
0000138_5888,0000138,1,0.0,train
0000138_6144,0000138,1,0.0,train
0000138_6528,0000138,1,0.0,train
0000138_7040,0000138,1,1.0,train
0000138_7168,0000138,1,1.0,train
0000138_8448,0000138,1,1.0,train
0000138_8576,0000138,1,1.0,train
0000138_9856,0000138,1,0.0,train
0000138_9984,0000138,1,1.0,train
0000138_10112,0000138,1,1.0,train
0000138_10624,0000138,1,0.0,train
0000138_11008,0000138,1,0.0,train
0000138_11520,0000138,1,1.0,train
0000138_11648,0000138,1,1.0,train
0000138_13056,0000138,1,0.0,train
0000138_13952,0000138,1,0.0,train
0000138_14208,0000138,1,1.0,train
0000138_14336,0000138,1,0.0,train
0000138_15104,0000138,1,0.0,train
0000138_15232,0000138,1,1.0,train
0000138_15360,0000138,1,1.0,train
0000138_15488,0000138,1,0.0,train
0000138_15744,0000138,1,0.0,train
0000138_15872,0000138,1,0.0,train
0000138_16768,0000138,1,1.0,train
0000138_16896,0000138,1,1.0,train
0000138_17664,0000138,1,0.0,train
0000138_17792,0000138,1,0.0,train
0000138_17920,0000138,1,0.0,train
0000138_18688,0000138,1,1.0,train
0000138_18816,0000138,1,0.0,train
0000138_19456,0000138,1,0.0,train
0000138_19584,0000138,1,0.0,train
0000138_19712,0000138,1,0.0,train
0000138_19968,0000138,1,1.0,train
0000138_20096,0000138,1,1.0,train
0000138_20864,0000138,1,0.0,train
0000138_21248,0000138,1,1.0,train
0000138_21376,0000138,1,1.0,train
0000138_21504,0000138,1,0.0,train
0000138_22400,0000138,1,0.0,train
0000138_22528,0000138,1,0.0,train
0000138_22656,0000138,1,1.0,train
0000138_22784,0000138,1,1.0,train
0000138_22912,0000138,1,0.0,train
0000138_23040,0000138,1,0.0,train
0000138_23424,0000138,1,0.0,train
0000138_23680,0000138,1,0.0,train
0000138_24192,0000138,1,1.0,train
0000138_24832,0000138,1,0.0,train
0000138_24960,0000138,1,0.0,train
0000138_25088,0000138,1,0.0,train
0000138_25344,0000138,1,0.0,train
0000138_25728,0000138,1,1.0,train
0000138_25856,0000138,1,1.0,train
0000138_26240,0000138,1,0.0,train
0000138_26368,0000138,1,0.0,train
0000138_26880,0000138,1,1.0,train
0000138_27008,0000138,1,0.0,train
0000138_27264,0000138,1,0.0,train
0000138_27776,0000138,1,0.0,train
0000138_27904,0000138,1,0.0,train
0000138_28544,0000138,1,1.0,train
0000138_28672,0000138,1,1.0,train
0000138_28928,0000138,1,0.0,train
0000138_29440,0000138,1,0.0,train
0000138_29952,0000138,1,1.0,train
0000138_30208,0000138,1,0.0,train
0000138_30848,0000138,1,0.0,train
0000138_31104,0000138,1,0.0,train
0000138_31744,0000138,1,0.0,train
0000138_32128,0000138,1,0.0,train
0000138_32512,0000138,1,0.0,train
0000138_32768,0000138,1,0.0,train
0000138_32896,0000138,1,1.0,train
0000138_33024,0000138,1,1.0,train
0000138_33280,0000138,1,0.0,train
0000138_34176,0000138,1,0.0,train
0000138_34560,0000138,1,1.0,train
0000138_35328,0000138,1,0.0,train
0000138_35584,0000138,1,1.0,train
0000138_35712,0000138,1,1.0,train
0000138_36224,0000138,1,0.0,train
0000138_36608,0000138,1,0.0,train
0000138_36736,0000138,1,1.0,train
0000138_36864,0000138,1,1.0,train
0000138_37120,0000138,1,0.0,train
0000138_37376,0000138,1,0.0,train
0000138_38272,0000138,1,0.0,train
0000138_38528,0000138,1,0.0,train
0000138_39168,0000138,1,1.0,train
0000138_39296,0000138,1,1.0,train
0000138_39424,0000138,1,0.0,train
0000138_40064,0000138,1,0.0,train
0000138_40448,0000138,1,1.0,train
0000138_40576,0000138,1,1.0,train
0000138_41216,0000138,1,0.0,train
0000138_41984,0000138,1,1.0,train
0000138_42112,0000138,1,1.0,train
0000138_42880,0000138,1,0.0,train
0000138_43264,0000138,1,1.0,train
0000138_43392,0000138,1,1.0,train
0000138_44032,0000138,1,0.0,train
0000138_45056,0000138,1,1.0,train
0000138_45184,0000138,1,1.0,train
0000138_46720,0000138,1,1.0,train
0000138_46848,0000138,1,1.0,train
0000138_47360,0000138,1,0.0,train
0000138_48000,0000138,1,0.0,train
0000138_48128,0000138,1,0.0,train
0000138_48256,0000138,1,1.0,train
0000138_48384,0000138,1,1.0,train
0000138_48896,0000138,1,0.0,train
0000138_49024,0000138,1,0.0,train
0000138_49792,0000138,1,1.0,train
0000138_49920,0000138,1,1.0,train
0000138_50048,0000138,1,1.0,train
0000138_50176,0000138,1,0.0,train
0000138_50304,0000138,1,0.0,train
0000138_51328,0000138,1,0.0,train
0000138_51968,0000138,1,0.0,train
0000138_52224,0000138,1,0.0,train
0000138_52864,0000138,1,1.0,train
0000138_52992,0000138,1,1.0,train
0000138_53504,0000138,1,1.0,train
0000138_53632,0000138,1,1.0,train
0000138_53760,0000138,1,0.0,train
0000138_54656,0000138,1,0.0,train
0000138_55168,0000138,1,1.0,train
0000138_55296,0000138,1,1.0,train
0000138_55936,0000138,1,0.0,train
0000138_56448,0000138,1,1.0,train
0000138_56576,0000138,1,1.0,train
0000138_57088,0000138,1,0.0,train
0000138_57984,0000138,1,1.0,train
0000138_58112,0000138,1,1.0,train
0000138_58368,0000138,1,0.0,train
0000138_59648,0000138,1,1.0,train
0000138_59776,0000138,1,1.0,train
0000138_60416,0000138,1,0.0,train
0000138_60928,0000138,1,1.0,train
0000138_61312,0000138,1,0.0,train
0000180_384,0000180,1,0.0,train
0000180_1408,0000180,1,0.0,train
0000180_1792,0000180,1,0.0,train
0000180_3328,0000180,1,0.0,train
0000180_3456,0000180,1,0.0,train
0000180_3840,0000180,1,0.0,train
0000180_4096,0000180,1,0.0,train
0000180_4736,0000180,1,0.0,train
0000180_5632,0000180,1,0.0,train
0000180_6016,0000180,1,0.0,train
0000180_6912,0000180,1,0.0,train
0000180_7168,0000180,1,0.0,train
0000180_8448,0000180,1,0.0,train
0000180_8704,0000180,1,0.0,train
0000180_9216,0000180,1,0.0,train
0000180_9344,0000180,1,0.0,train
0000180_10752,0000180,1,0.0,train
0000180_11008,0000180,1,0.0,train
0000180_11520,0000180,1,0.0,train
0000180_11776,0000180,1,0.0,train
0000180_11904,0000180,1,0.0,train
0000180_12672,0000180,1,0.0,train
0000180_13056,0000180,1,1.0,train
0000180_13184,0000180,1,1.0,train
0000180_14080,0000180,1,0.0,train
0000180_14592,0000180,1,0.0,train
0000180_14720,0000180,1,0.0,train
0000180_14976,0000180,1,0.0,train
0000180_15872,0000180,1,0.0,train
0000180_16000,0000180,1,0.0,train
0000180_16768,0000180,1,0.0,train
0000180_17408,0000180,1,0.0,train
0000180_17792,0000180,1,0.0,train
0000180_18432,0000180,1,0.0,train
0000180_18944,0000180,1,0.0,train
0000180_19584,0000180,1,0.0,train
0000180_19840,0000180,1,0.0,train
0000180_20736,0000180,1,0.0,train
0000180_20864,0000180,1,0.0,train
0000180_21120,0000180,1,0.0,train
0000180_22272,0000180,1,0.0,train
0000180_22784,0000180,1,0.0,train
0000180_22912,0000180,1,0.0,train
0000180_23936,0000180,1,0.0,train
0000180_25088,0000180,1,0.0,train
0000180_25216,0000180,1,0.0,train
0000180_26112,0000180,1,0.0,train
0000180_26240,0000180,1,0.0,train
0000180_26496,0000180,1,0.0,train
0000180_27008,0000180,1,0.0,train
0000180_27648,0000180,1,0.0,train
0000180_28416,0000180,1,0.0,train
0000180_29312,0000180,1,0.0,train
0000180_30848,0000180,1,0.0,train
0000180_31232,0000180,1,0.0,train
0000180_31872,0000180,1,0.0,train
0000180_33152,0000180,1,0.0,train
0000180_33280,0000180,1,0.0,train
0000180_33792,0000180,1,0.0,train
0000180_33920,0000180,1,0.0,train
0000180_35328,0000180,1,0.0,train
0000180_35840,0000180,1,0.0,train
0000180_38528,0000180,1,0.0,train
0000180_39296,0000180,1,0.0,train
0000180_39936,0000180,1,0.0,train
0000180_40448,0000180,1,0.0,train
0000180_40704,0000180,1,0.0,train
0000180_41600,0000180,1,0.0,train
0000180_41984,0000180,1,0.0,train
0000180_42368,0000180,1,0.0,train
0000180_42496,0000180,1,0.0,train
0000180_43264,0000180,1,0.0,train
0000180_44032,0000180,1,0.0,train
0000180_44160,0000180,1,0.0,train
0000180_45056,0000180,1,0.0,train
0000180_45184,0000180,1,0.0,train
0000180_46208,0000180,1,0.0,train
0000180_46592,0000180,1,0.0,train
0000180_47360,0000180,1,0.0,train
0000180_49792,0000180,1,0.0,train
0000180_50048,0000180,1,0.0,train
0000180_50176,0000180,1,0.0,train
0000180_51456,0000180,1,0.0,train
0000180_51584,0000180,1,0.0,train
0000180_51968,0000180,1,0.0,train
0000180_53376,0000180,1,0.0,train
0000180_54016,0000180,1,0.0,train
0000180_54528,0000180,1,0.0,train
0000180_54912,0000180,1,0.0,train
0000180_55296,0000180,1,0.0,train
0000180_55424,0000180,1,0.0,train
0000180_55552,0000180,1,0.0,train
0000180_55808,0000180,1,0.0,train
0000180_56320,0000180,1,0.0,train
0000180_56960,0000180,1,0.0,train
0000180_57728,0000180,1,0.0,train
0000180_58112,0000180,1,0.0,train
0000180_58624,0000180,1,0.0,train
0000180_59136,0000180,1,0.0,train
0000180_59776,0000180,1,0.0,train
0000180_59904,0000180,1,0.0,train
0000180_61312,0000180,1,0.0,train
0000180_62464,0000180,1,0.0,train
0000180_62976,0000180,1,0.0,train
0000180_63104,0000180,1,0.0,train
0000217_0,0000217,1,0.0,train
0000217_1280,0000217,1,0.0,train
0000217_2048,0000217,1,0.0,train
0000217_2560,0000217,1,0.0,train
0000217_3328,0000217,1,0.0,train
0000217_3584,0000217,1,0.0,train
0000217_4864,0000217,1,0.0,train
0000217_5248,0000217,1,0.0,train
0000217_5632,0000217,1,0.0,train
0000217_6144,0000217,1,0.0,train
0000217_7680,0000217,1,0.0,train
0000217_8320,0000217,1,0.0,train
0000217_8576,0000217,1,1.0,train
0000217_8704,0000217,1,0.0,train
0000217_9600,0000217,1,0.0,train
0000217_9728,0000217,1,0.0,train
0000217_10368,0000217,1,1.0,train
0000217_10880,0000217,1,0.0,train
0000217_11008,0000217,1,0.0,train
0000217_11520,0000217,1,0.0,train
0000217_12416,0000217,1,0.0,train
0000217_12544,0000217,1,0.0,train
0000217_13312,0000217,1,0.0,train
0000217_14080,0000217,1,0.0,train
0000217_14592,0000217,1,0.0,train
0000217_15744,0000217,1,0.0,train
0000217_16128,0000217,1,0.0,train
0000217_17408,0000217,1,1.0,train
0000217_17536,0000217,1,1.0,train
0000217_17664,0000217,1,1.0,train
0000217_18304,0000217,1,0.0,train
0000217_18688,0000217,1,1.0,train
0000217_18944,0000217,1,0.0,train
0000217_19968,0000217,1,0.0,train
0000217_21120,0000217,1,0.0,train
0000217_21376,0000217,1,0.0,train
0000217_21632,0000217,1,0.0,train
